------------ Data Table File Created By ActiGraph Link ActiLife v6.13.4 Firmware v1.7.2 date format dd/MM/yyyy Filter Normal -----------
Serial Number: TAS1H37200051
Start Time 12:40:00
Start Date 12/12/2022
Epoch Period (hh:mm:ss) 00:00:30
Download Time 09:23:21
Download Date 20/12/2022
Current Memory Address: 0
Current Battery Voltage: 3,84     Mode = 61
--------------------------------------------------
Date, Time, Axis1,Axis2,Axis3,Steps,Lux,Inclinometer Standing,Inclinometer Stepping,Inclinometer Sitting/Lying,Vector Magnitude
14/12/2022,18:33:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,18:34:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,18:34:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,18:35:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,18:35:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,18:36:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,18:36:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,18:37:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,18:37:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,18:38:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,18:38:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,18:39:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,18:39:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,18:40:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,18:40:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,18:41:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,18:41:30,"0","0","75","0","0","0","0","30","75"
14/12/2022,18:42:00,"0","0","3","0","0","0","0","30","3"
14/12/2022,18:42:30,"0","0","19","0","0","0","0","30","19"
14/12/2022,18:43:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,18:43:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,18:44:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,18:44:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,18:45:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,18:45:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,18:46:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,18:46:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,18:47:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,18:47:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,18:48:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,18:48:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,18:49:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,18:49:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,18:50:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,18:50:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,18:51:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,18:51:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,18:52:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,18:52:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,18:53:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,18:53:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,18:54:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,18:54:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,18:55:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,18:55:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,18:56:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,18:56:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,18:57:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,18:57:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,18:58:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,18:58:30,"0","0","33","0","0","0","0","30","33"
14/12/2022,18:59:00,"0","2","22","0","0","0","0","30","22,09"
14/12/2022,18:59:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:00:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:00:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:01:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:01:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:02:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:02:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:03:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:03:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:04:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:04:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:05:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:05:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:06:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:06:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:07:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:07:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:08:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:08:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:09:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:09:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:10:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:10:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:11:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:11:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:12:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:12:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:13:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:13:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:14:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:14:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:15:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:15:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:16:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:16:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:17:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:17:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:18:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:18:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:19:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:19:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:20:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:20:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:21:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:21:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:22:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:22:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:23:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:23:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:24:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:24:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:25:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:25:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:26:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:26:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:27:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:27:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:28:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:28:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:29:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:29:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:30:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:30:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:31:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:31:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:32:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:32:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:33:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:33:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:34:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:34:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:35:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:35:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:36:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:36:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:37:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:37:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:38:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:38:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:39:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:39:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:40:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:40:30,"0","4","6","0","0","0","0","30","7,21"
14/12/2022,19:41:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:41:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:42:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:42:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:43:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:43:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:44:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:44:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:45:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:45:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:46:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:46:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:47:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:47:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:48:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:48:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:49:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:49:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:50:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:50:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:51:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:51:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:52:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:52:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:53:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:53:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:54:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:54:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:55:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:55:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:56:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:56:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:57:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:57:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:58:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:58:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:59:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,19:59:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:00:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:00:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:01:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:01:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:02:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:02:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:03:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:03:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:04:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:04:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:05:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:05:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:06:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:06:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:07:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:07:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:08:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:08:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:09:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:09:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:10:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:10:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:11:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:11:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:12:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:12:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:13:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:13:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:14:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:14:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:15:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:15:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:16:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:16:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:17:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:17:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:18:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:18:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:19:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:19:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:20:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:20:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:21:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:21:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:22:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:22:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:23:00,"0","0","34","0","0","0","0","30","34"
14/12/2022,20:23:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:24:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:24:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:25:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:25:30,"0","0","40","0","0","0","0","30","40"
14/12/2022,20:26:00,"17","94","14","1","0","0","0","30","96,55"
14/12/2022,20:26:30,"7","63","0","0","0","0","0","30","63,39"
14/12/2022,20:27:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:27:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:28:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:28:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:29:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:29:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:30:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:30:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:31:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:31:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:32:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:32:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:33:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:33:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:34:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:34:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:35:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:35:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:36:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:36:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:37:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:37:30,"0","22","11","0","0","0","0","30","24,6"
14/12/2022,20:38:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:38:30,"0","17","0","0","0","0","0","30","17"
14/12/2022,20:39:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:39:30,"0","0","1","0","0","0","0","30","1"
14/12/2022,20:40:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:40:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:41:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:41:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:42:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:42:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:43:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:43:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:44:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:44:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:45:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:45:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:46:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:46:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:47:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:47:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:48:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:48:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:49:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:49:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:50:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:50:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:51:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:51:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:52:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:52:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:53:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:53:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:54:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:54:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:55:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:55:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:56:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:56:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:57:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:57:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:58:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:58:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:59:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,20:59:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:00:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:00:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:01:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:01:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:02:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:02:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:03:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:03:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:04:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:04:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:05:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:05:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:06:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:06:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:07:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:07:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:08:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:08:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:09:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:09:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:10:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:10:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:11:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:11:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:12:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:12:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:13:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:13:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:14:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:14:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:15:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:15:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:16:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:16:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:17:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:17:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:18:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:18:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:19:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:19:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:20:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:20:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:21:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:21:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:22:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:22:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:23:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:23:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:24:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:24:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:25:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:25:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:26:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:26:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:27:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:27:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:28:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:28:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:29:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:29:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:30:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:30:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:31:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:31:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:32:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:32:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:33:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:33:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:34:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:34:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:35:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:35:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:36:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:36:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:37:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:37:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:38:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:38:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:39:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:39:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:40:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:40:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:41:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:41:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:42:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:42:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:43:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:43:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:44:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:44:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:45:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:45:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:46:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:46:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:47:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:47:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:48:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:48:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:49:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:49:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:50:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:50:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:51:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:51:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:52:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:52:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:53:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:53:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:54:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:54:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:55:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:55:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:56:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:56:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:57:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:57:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:58:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:58:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:59:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,21:59:30,"0","0","0","0","0","0","0","30","0"
14/12/2022,22:00:00,"0","0","0","0","0","0","0","30","0"
14/12/2022,22:00:30,"0","0","0","0","0","0","0","30","0"
